,0
<http://dbpedia.org/resource/Ethiopia>,16
<http://dbpedia.org/resource/Evangeline_Lilly>,16
<http://dbpedia.org/resource/P.S._I_Love_You_(film)>,16
<http://dbpedia.org/resource/Speed_(1994_film)>,16
<http://dbpedia.org/resource/Bobcat_Goldthwait>,16
<http://dbpedia.org/resource/Topsy-Turvy>,16
<http://dbpedia.org/resource/Quebec_City>,16
<http://dbpedia.org/resource/Rochester_Rhinos>,16
<http://dbpedia.org/resource/Alan_J._Pakula>,16
<http://dbpedia.org/resource/Canadian_Americans>,16
<http://dbpedia.org/resource/John_Slattery>,16
<http://dbpedia.org/resource/Dana_Carvey>,16
<http://dbpedia.org/resource/Eddie_Albert>,16
"<http://dbpedia.org/resource/Sussex_County,_New_Jersey>",16
<http://dbpedia.org/resource/Blake_Edwards>,16
<http://dbpedia.org/resource/Sam_Wood>,16
<http://dbpedia.org/resource/Media_Asia_Entertainment_Group>,16
<http://dbpedia.org/resource/Cruel_Intentions>,16
<http://dbpedia.org/resource/Royal_Leamington_Spa>,16
<http://dbpedia.org/resource/Toni_Collette>,16
"<http://dbpedia.org/resource/Merrimack_County,_New_Hampshire>",16
<http://dbpedia.org/resource/Battlefield_Earth_(film)>,16
<http://dbpedia.org/resource/Livorno>,16
"<http://dbpedia.org/resource/Hillsborough_County,_New_Hampshire>",16
<http://dbpedia.org/resource/De-Lovely>,16
<http://dbpedia.org/resource/University_of_Richmond>,16
<http://dbpedia.org/resource/Hume_Cronyn>,16
<http://dbpedia.org/resource/Square_(company)>,16
<http://dbpedia.org/resource/Boaz_Davidson>,16
<http://dbpedia.org/resource/Radio_personality>,16
"<http://dbpedia.org/resource/Poughkeepsie,_New_York>",16
"<http://dbpedia.org/resource/Selma,_Alabama>",16
<http://dbpedia.org/resource/Fox_Kids>,16
<http://dbpedia.org/resource/Michael_Chabon>,16
<http://dbpedia.org/resource/The_Portrait_of_a_Lady_(film)>,16
"<http://dbpedia.org/resource/Sedgwick_County,_Kansas>",16
"<http://dbpedia.org/resource/West_Hartford,_Connecticut>",16
"<http://dbpedia.org/resource/Hennepin_County,_Minnesota>",16
"<http://dbpedia.org/resource/New_Britain,_Connecticut>",16
<http://dbpedia.org/resource/Steve_Tisch>,16
<http://dbpedia.org/resource/Dancer_in_the_Dark>,16
<http://dbpedia.org/resource/Chris_Sheridan_(writer)>,16
<http://dbpedia.org/resource/The_Wiz_(film)>,16
<http://dbpedia.org/resource/Islington>,16
<http://dbpedia.org/resource/Carleton_College>,16
"<http://dbpedia.org/resource/University_of_California,_San_Francisco>",16
<http://dbpedia.org/resource/Ben_Silverman>,16
"<http://dbpedia.org/resource/Arlington,_Texas>",16
<http://dbpedia.org/resource/University_of_Sydney>,16
<http://dbpedia.org/resource/David_Miner_(television_producer)>,16
<http://dbpedia.org/resource/War_of_the_Sixth_Coalition>,16
<http://dbpedia.org/resource/WWE_Superstars>,16
<http://dbpedia.org/resource/David_Zayas>,16
<http://dbpedia.org/resource/Fordham_University_School_of_Law>,16
<http://dbpedia.org/resource/University_of_Tulsa>,16
"<http://dbpedia.org/resource/Ingham_County,_Michigan>",16
<http://dbpedia.org/resource/Pirates_of_the_Caribbean:_Dead_Man's_Chest>,16
"<http://dbpedia.org/resource/Victoria,_British_Columbia>",16
<http://dbpedia.org/resource/Ernest_Haller>,16
<http://dbpedia.org/resource/Barrow-in-Furness>,16
<http://dbpedia.org/resource/Daniel_Haller>,16
"<http://dbpedia.org/resource/Lexington,_Massachusetts>",16
<http://dbpedia.org/resource/Kevin_James>,16
<http://dbpedia.org/resource/United_States_Military_Academy>,16
<http://dbpedia.org/resource/Word_Records>,16
"<http://dbpedia.org/resource/Ridgefield,_Connecticut>",16
<http://dbpedia.org/resource/Symantec>,16
<http://dbpedia.org/resource/Baltimore_metropolitan_area>,16
<http://dbpedia.org/resource/Amanda_Peet>,16
<http://dbpedia.org/resource/Mike_Barker_(producer)>,16
<http://dbpedia.org/resource/Tin_Man_(miniseries)>,16
<http://dbpedia.org/resource/T._S._Eliot>,16
<http://dbpedia.org/resource/Michelle_Williams_(actress)>,16
<http://dbpedia.org/resource/Ponyo>,16
<http://dbpedia.org/resource/William_Hanna>,16
<http://dbpedia.org/resource/Freak_folk>,16
<http://dbpedia.org/resource/William_Blake>,16
<http://dbpedia.org/resource/Alien_vs._Predator_(film)>,16
<http://dbpedia.org/resource/Vagrant_Records>,16
"<http://dbpedia.org/resource/Livingston,_New_Jersey>",16
<http://dbpedia.org/resource/Terence_Stamp>,16
<http://dbpedia.org/resource/Yunus_Parvez>,16
<http://dbpedia.org/resource/Agra>,16
<http://dbpedia.org/resource/Tom_Jones_(1963_film)>,16
<http://dbpedia.org/resource/Michael_Cera>,16
<http://dbpedia.org/resource/Fred_Ward>,16
<http://dbpedia.org/resource/County_Limerick>,16
<http://dbpedia.org/resource/The_Spy_Who_Came_in_from_the_Cold_(film)>,16
<http://dbpedia.org/resource/Lawyer>,16
<http://dbpedia.org/resource/John_F._Kennedy_International_Airport>,16
<http://dbpedia.org/resource/Tampa_Bay_Area>,16
<http://dbpedia.org/resource/Tagalog_language>,16
<http://dbpedia.org/resource/Lund>,16
<http://dbpedia.org/resource/The_Losers_(film)>,16
<http://dbpedia.org/resource/Universal_Motown_Records>,16
<http://dbpedia.org/resource/Queen_of_the_Damned>,16
<http://dbpedia.org/resource/St_Mirren_F.C.>,16
<http://dbpedia.org/resource/Harrow_School>,16
<http://dbpedia.org/resource/University_of_Madras>,16
<http://dbpedia.org/resource/Jim_Cummings>,16
<http://dbpedia.org/resource/Matt_Lucas>,16
<http://dbpedia.org/resource/Saint_Petersburg_State_University>,16
"<http://dbpedia.org/resource/Bloomington,_Illinois>",16
<http://dbpedia.org/resource/Nuremberg>,16
<http://dbpedia.org/resource/Oberlin_Conservatory_of_Music>,16
<http://dbpedia.org/resource/David_Beckham>,16
<http://dbpedia.org/resource/Phyllis_Logan>,16
<http://dbpedia.org/resource/Maxis>,16
<http://dbpedia.org/resource/McNeese_State_University>,16
<http://dbpedia.org/resource/Fame_(1980_film)>,16
<http://dbpedia.org/resource/Charles_Durning>,16
"<http://dbpedia.org/resource/Lafayette,_Indiana>",16
"<http://dbpedia.org/resource/Sex,_Lies,_and_Videotape>",16
<http://dbpedia.org/resource/University_of_Louisiana_at_Lafayette>,16
"<http://dbpedia.org/resource/Elgin,_Illinois>",16
<http://dbpedia.org/resource/Christine_Baranski>,16
<http://dbpedia.org/resource/Fuji_Television>,16
<http://dbpedia.org/resource/John_Carradine>,16
<http://dbpedia.org/resource/Nobel_Prize_in_Literature>,16
<http://dbpedia.org/resource/Karen_Black>,16
<http://dbpedia.org/resource/Adele>,16
"<http://dbpedia.org/resource/I_Love_You,_Man>",16
<http://dbpedia.org/resource/Royal_Conservatoire_of_Scotland>,16
<http://dbpedia.org/resource/The_Rose_(film)>,16
<http://dbpedia.org/resource/Rob_Paulsen>,16
<http://dbpedia.org/resource/Amy_Irving>,16
<http://dbpedia.org/resource/Harry_Potter_and_the_Goblet_of_Fire_(film)>,16
"<http://dbpedia.org/resource/Nassau,_Bahamas>",16
<http://dbpedia.org/resource/Nagasaki>,16
"<http://dbpedia.org/resource/Decatur,_Georgia>",16
"<http://dbpedia.org/resource/Columbus,_Georgia>",16
"<http://dbpedia.org/resource/Honolulu_County,_Hawaii>",16
<http://dbpedia.org/resource/Texas_Christian_University>,16
<http://dbpedia.org/resource/Ellen_Barkin>,16
"<http://dbpedia.org/resource/Columbia_College,_Columbia_University>",16
<http://dbpedia.org/resource/Marcia_Gay_Harden>,16
"<http://dbpedia.org/resource/Northampton,_Massachusetts>",16
"<http://dbpedia.org/resource/Medford,_Massachusetts>",16
<http://dbpedia.org/resource/Mattel>,16
"<http://dbpedia.org/resource/Somerville,_Massachusetts>",16
<http://dbpedia.org/resource/Michael_Clarke_Duncan>,16
<http://dbpedia.org/resource/HAL_Laboratory>,16
<http://dbpedia.org/resource/Marrakesh>,16
<http://dbpedia.org/resource/Sky_Captain_and_the_World_of_Tomorrow>,16
<http://dbpedia.org/resource/Funny_People>,16
"<http://dbpedia.org/resource/Southfield,_Michigan>",16
<http://dbpedia.org/resource/Fahrenheit_9/11>,16
<http://dbpedia.org/resource/Seoul>,16
<http://dbpedia.org/resource/Iroquois>,16
<http://dbpedia.org/resource/Tyra_Banks>,16
"<http://dbpedia.org/resource/Santa_Fe,_New_Mexico>",16
<http://dbpedia.org/resource/Palme_d'Or>,16
<http://dbpedia.org/resource/Maurice_LaMarche>,16
<http://dbpedia.org/resource/Lucknow>,16
<http://dbpedia.org/resource/Sinclair_Broadcast_Group>,16
<http://dbpedia.org/resource/Cerebral_hemorrhage>,16
<http://dbpedia.org/resource/Marvel_Comics>,16
<http://dbpedia.org/resource/University_of_Louisville>,16
<http://dbpedia.org/resource/Satyajit_Ray>,16
<http://dbpedia.org/resource/Magdeburg>,16
"<http://dbpedia.org/resource/Alexandria,_Virginia>",16
<http://dbpedia.org/resource/Mary_Tyler_Moore>,16
<http://dbpedia.org/resource/Arthur_Conan_Doyle>,16
<http://dbpedia.org/resource/Vincent_Price>,16
"<http://dbpedia.org/resource/Lewiston,_Maine>",16
<http://dbpedia.org/resource/Ang_Lee>,16
"<http://dbpedia.org/resource/Bangor,_Maine>",16
"<http://dbpedia.org/resource/Salisbury,_Maryland>",16
"<http://dbpedia.org/resource/Haverhill,_Massachusetts>",16
"<http://dbpedia.org/resource/Ventura,_California>",16
<http://dbpedia.org/resource/The_Human_Stain_(film)>,16
<http://dbpedia.org/resource/Joan_Blondell>,16
<http://dbpedia.org/resource/Marquette_University>,16
<http://dbpedia.org/resource/Moonraker_(film)>,16
<http://dbpedia.org/resource/Oingo_Boingo>,16
<http://dbpedia.org/resource/Pratt_Institute>,16
<http://dbpedia.org/resource/Donald_Crisp>,16
<http://dbpedia.org/resource/Lars_and_the_Real_Girl>,16
<http://dbpedia.org/resource/Ron_Carter>,16
<http://dbpedia.org/resource/2008_Sundance_Film_Festival>,16
<http://dbpedia.org/resource/Evangelion:_2.0_You_Can_(Not)_Advance>,16
<http://dbpedia.org/resource/Amrish_Puri>,16
<http://dbpedia.org/resource/Trainspotting_(film)>,16
<http://dbpedia.org/resource/Geraldine_Chaplin>,16
<http://dbpedia.org/resource/Lee_Majors>,16
<http://dbpedia.org/resource/Thelma_&_Louise>,16
<http://dbpedia.org/resource/Qing_dynasty>,16
<http://dbpedia.org/resource/William_Powell>,16
<http://dbpedia.org/resource/The_Sorcerer's_Apprentice_(2010_film)>,16
<http://dbpedia.org/resource/Thomas_Schlamme>,16
<http://dbpedia.org/resource/Greta_Scacchi>,16
<http://dbpedia.org/resource/Sun_Microsystems>,16
<http://dbpedia.org/resource/Saint_Lucia>,16
<http://dbpedia.org/resource/Tulane_University_Law_School>,16
<http://dbpedia.org/resource/Charo_Santos-Concio>,16
<http://dbpedia.org/resource/Lorne_Michaels>,16
<http://dbpedia.org/resource/Dead_Ringers_(film)>,16
<http://dbpedia.org/resource/Doug_Flutie>,16
<http://dbpedia.org/resource/Sonic_Team>,16
<http://dbpedia.org/resource/Fisk_University>,16
<http://dbpedia.org/resource/Hulk_(footballer)>,16
<http://dbpedia.org/resource/Shannon_Elizabeth>,16
<http://dbpedia.org/resource/Royal_Australian_Navy>,16
<http://dbpedia.org/resource/The_Duchess_(film)>,16
<http://dbpedia.org/resource/United_States_Department_of_the_Air_Force>,16
<http://dbpedia.org/resource/Rudyard_Kipling>,16
<http://dbpedia.org/resource/Utada_Hikaru>,16
<http://dbpedia.org/resource/The_Bronx_High_School_of_Science>,16
<http://dbpedia.org/resource/Election_(1999_film)>,16
<http://dbpedia.org/resource/Pretoria>,16
<http://dbpedia.org/resource/Happy-Go-Lucky>,16
<http://dbpedia.org/resource/Gandhi_(film)>,16
<http://dbpedia.org/resource/Master_and_Commander:_The_Far_Side_of_the_World>,16
<http://dbpedia.org/resource/President>,16
<http://dbpedia.org/resource/Palestinian_National_Authority>,16
<http://dbpedia.org/resource/Search_for_Tomorrow>,16
<http://dbpedia.org/resource/Drexel_University>,16
"<http://dbpedia.org/resource/San_Rafael,_California>",16
<http://dbpedia.org/resource/Anaconda_(film)>,16
<http://dbpedia.org/resource/Ratatouille_(film)>,16
<http://dbpedia.org/resource/Yale_School_of_Drama>,16
<http://dbpedia.org/resource/Resident_Evil:_Afterlife>,16
<http://dbpedia.org/resource/University_of_Queensland>,16
<http://dbpedia.org/resource/Connie_Willis>,16
<http://dbpedia.org/resource/Larenz_Tate>,16
<http://dbpedia.org/resource/Survivor_(U.S._TV_series)>,16
<http://dbpedia.org/resource/RenderWare>,16
<http://dbpedia.org/resource/Jay_Mohr>,16
<http://dbpedia.org/resource/David_Zucker_(filmmaker)>,16
<http://dbpedia.org/resource/Star_Trek:_Nemesis>,16
"<http://dbpedia.org/resource/Atlantic_City,_New_Jersey>",16
<http://dbpedia.org/resource/University_of_Santo_Tomas>,16
<http://dbpedia.org/resource/Tim_Matheson>,16
<http://dbpedia.org/resource/Atlantic_City_(1980_film)>,16
<http://dbpedia.org/resource/William_Chang>,16
<http://dbpedia.org/resource/Young_Adam_(film)>,16
"<http://dbpedia.org/resource/Yuma,_Arizona>",16
<http://dbpedia.org/resource/Missing_(film)>,16
"<http://dbpedia.org/resource/Glendale,_Arizona>",16
<http://dbpedia.org/resource/Cranford_(TV_series)>,16
"<http://dbpedia.org/resource/Tempe,_Arizona>",16
<http://dbpedia.org/resource/Morgan_Spurlock>,16
<http://dbpedia.org/resource/University_of_Strasbourg>,16
<http://dbpedia.org/resource/Equus_(film)>,16
<http://dbpedia.org/resource/Nicole_Sullivan>,16
<http://dbpedia.org/resource/Empire_of_Japan>,16
<http://dbpedia.org/resource/Backbone_Entertainment>,16
<http://dbpedia.org/resource/Mike_Bryan>,16
<http://dbpedia.org/resource/Enron:_The_Smartest_Guys_in_the_Room>,16
<http://dbpedia.org/resource/Spellbound_(1945_film)>,16
<http://dbpedia.org/resource/Sridevi>,16
<http://dbpedia.org/resource/Dan_Castellaneta>,16
<http://dbpedia.org/resource/Monica_Rial>,16
<http://dbpedia.org/resource/Fantastic_Mr._Fox_(film)>,16
<http://dbpedia.org/resource/Ulysses'_Gaze>,16
<http://dbpedia.org/resource/Norwich_University>,16
<http://dbpedia.org/resource/The_Pianist_(2002_film)>,16
<http://dbpedia.org/resource/Jyothika>,16
<http://dbpedia.org/resource/Gameloft>,16
<http://dbpedia.org/resource/William_Cameron_Menzies>,16
<http://dbpedia.org/resource/Eric_Dane>,16
<http://dbpedia.org/resource/Rainer_Werner_Fassbinder>,16
<http://dbpedia.org/resource/Alanis_Morissette>,16
<http://dbpedia.org/resource/Kyle_Chandler>,16
<http://dbpedia.org/resource/Star_Trek_(film)>,16
<http://dbpedia.org/resource/Marianne_Faithfull>,16
<http://dbpedia.org/resource/Luci_Christian>,16
<http://dbpedia.org/resource/Billy_Zane>,16
<http://dbpedia.org/resource/Ted_Field>,16
<http://dbpedia.org/resource/John_Grisham>,16
<http://dbpedia.org/resource/Billy_Bletcher>,16
<http://dbpedia.org/resource/Johnny_Mercer>,16
<http://dbpedia.org/resource/Adrian_Grenier>,16
<http://dbpedia.org/resource/Incriminator>,16
"<http://dbpedia.org/resource/Bryn_Mawr,_Pennsylvania>",16
<http://dbpedia.org/resource/Joel_Edgerton>,16
<http://dbpedia.org/resource/Wayne_State_University>,16
<http://dbpedia.org/resource/Randers_FC>,16
<http://dbpedia.org/resource/Pixar>,16
<http://dbpedia.org/resource/Mitchell_Hurwitz>,16
<http://dbpedia.org/resource/Anthony_Adverse>,16
<http://dbpedia.org/resource/Kirstie_Alley>,16
<http://dbpedia.org/resource/Henri_Matisse>,16
<http://dbpedia.org/resource/Patricia_Neal>,16
<http://dbpedia.org/resource/Laura_Bailey_(voice_actress)>,16
<http://dbpedia.org/resource/Ukulele>,16
"<http://dbpedia.org/resource/Montgomery_County,_Texas>",16
<http://dbpedia.org/resource/Steven_Berkoff>,16
<http://dbpedia.org/resource/Norman_Lear>,16
"<http://dbpedia.org/resource/Frankfort,_Kentucky>",16
<http://dbpedia.org/resource/Maid_in_Manhattan>,16
"<http://dbpedia.org/resource/Cumberland_County,_Pennsylvania>",16
<http://dbpedia.org/resource/University_of_Manchester>,16
<http://dbpedia.org/resource/Rabat>,16
<http://dbpedia.org/resource/Spyglass_Entertainment>,16
<http://dbpedia.org/resource/Vanessa_Hudgens>,16
<http://dbpedia.org/resource/Sympathy_for_the_Record_Industry>,16
<http://dbpedia.org/resource/Paramaribo>,16
<http://dbpedia.org/resource/Jessica_Tandy>,16
"<http://dbpedia.org/resource/Harford_County,_Maryland>",16
<http://dbpedia.org/resource/Kampala>,16
<http://dbpedia.org/resource/Megan_Fox>,16
<http://dbpedia.org/resource/Brad_Garrett>,16
<http://dbpedia.org/resource/John_Krasinski>,16
<http://dbpedia.org/resource/Jay_Baruchel>,16
"<http://dbpedia.org/resource/San_Luis_Obispo_County,_California>",16
<http://dbpedia.org/resource/Jorma_Taccone>,16
<http://dbpedia.org/resource/Ateneo_de_Manila_University>,16
"<http://dbpedia.org/resource/Merced_County,_California>",16
"<http://dbpedia.org/resource/Placer_County,_California>",16
<http://dbpedia.org/resource/Kiel>,16
<http://dbpedia.org/resource/Hoda_Kotb>,16
<http://dbpedia.org/resource/Neil_Ross>,16
"<http://dbpedia.org/resource/Solano_County,_California>",16
"<http://dbpedia.org/resource/Binghamton,_New_York>",16
<http://dbpedia.org/resource/Isaiah_Washington>,16
<http://dbpedia.org/resource/Hiroshima>,16
<http://dbpedia.org/resource/Stratford-upon-Avon>,16
<http://dbpedia.org/resource/Simply_Red>,16
<http://dbpedia.org/resource/Wallace_&_Gromit:_The_Curse_of_the_Were-Rabbit>,16
<http://dbpedia.org/resource/Odense_Boldklub>,16
<http://dbpedia.org/resource/Julie_Gardner>,16
<http://dbpedia.org/resource/Kyoto>,16
<http://dbpedia.org/resource/Vera_Farmiga>,16
<http://dbpedia.org/resource/Harold_Gould>,16
<http://dbpedia.org/resource/Chinatown_(1974_film)>,16
<http://dbpedia.org/resource/Manisaspor>,16
<http://dbpedia.org/resource/Sarah_Brightman>,16
<http://dbpedia.org/resource/Training_Day>,16
<http://dbpedia.org/resource/March_of_the_Penguins>,16
<http://dbpedia.org/resource/Sam_Simon>,16
<http://dbpedia.org/resource/Humboldt_University_of_Berlin>,16
<http://dbpedia.org/resource/Amy_Robach>,16
<http://dbpedia.org/resource/Brahmanandam>,16
<http://dbpedia.org/resource/Kathryn_Joosten>,16
<http://dbpedia.org/resource/Lockheed_Martin>,16
<http://dbpedia.org/resource/Museum_of_Modern_Art>,16
<http://dbpedia.org/resource/Richard_E._Grant>,16
<http://dbpedia.org/resource/University_of_Mississippi>,16
<http://dbpedia.org/resource/Guadalajara>,16
<http://dbpedia.org/resource/Oscar_(1991_film)>,16
<http://dbpedia.org/resource/FC_Barcelona>,16
<http://dbpedia.org/resource/Busan>,16
<http://dbpedia.org/resource/Jeremy_Davies>,16
"<http://dbpedia.org/resource/St._John's,_Newfoundland_and_Labrador>",16
<http://dbpedia.org/resource/The_Quiet_Man>,16
<http://dbpedia.org/resource/Rank_Organisation>,16
<http://dbpedia.org/resource/Stephen_Rea>,16
<http://dbpedia.org/resource/Suffolk_University_Law_School>,16
"<http://dbpedia.org/resource/Salt_Lake_County,_Utah>",16
<http://dbpedia.org/resource/Michael_Dobson_(actor)>,16
<http://dbpedia.org/resource/300_(film)>,16
<http://dbpedia.org/resource/Michael_J._Fox>,16
<http://dbpedia.org/resource/Second_Intifada>,16
<http://dbpedia.org/resource/Western_Cape>,16
<http://dbpedia.org/resource/Robin_Thicke>,16
"<http://dbpedia.org/resource/Chapel_Hill,_North_Carolina>",16
<http://dbpedia.org/resource/Yellow_Submarine_(film)>,16
<http://dbpedia.org/resource/Panionios_G.S.S.>,16
<http://dbpedia.org/resource/Mona_Marshall>,16
<http://dbpedia.org/resource/University_of_Nairobi>,16
<http://dbpedia.org/resource/OFI_Crete_F.C.>,16
<http://dbpedia.org/resource/Foreign_Correspondent_(film)>,16
<http://dbpedia.org/resource/The_Birds_(film)>,16
<http://dbpedia.org/resource/University_of_Texas_at_El_Paso>,16
<http://dbpedia.org/resource/Kingdom_of_Greece>,16
<http://dbpedia.org/resource/Calvados_(department)>,16
<http://dbpedia.org/resource/University_of_the_Witwatersrand>,16
<http://dbpedia.org/resource/Mark_Ronson>,16
<http://dbpedia.org/resource/John_Fiedler>,16
"<http://dbpedia.org/resource/Norfolk_County,_Massachusetts>",16
"<http://dbpedia.org/resource/Hampden_County,_Massachusetts>",16
<http://dbpedia.org/resource/Modena>,16
<http://dbpedia.org/resource/The_Sting>,16
<http://dbpedia.org/resource/Atom_Egoyan>,16
<http://dbpedia.org/resource/Slaughterhouse-Five_(film)>,16
<http://dbpedia.org/resource/Mommie_Dearest_(film)>,16
<http://dbpedia.org/resource/Itzhak_Perlman>,16
<http://dbpedia.org/resource/Ben_Cross>,16
<http://dbpedia.org/resource/Judas_Priest>,16
<http://dbpedia.org/resource/Philip_Yordan>,16
<http://dbpedia.org/resource/The_Pursuit_of_Happyness>,16
<http://dbpedia.org/resource/Vincent_Kartheiser>,16
<http://dbpedia.org/resource/Dir_En_Grey>,16
"<http://dbpedia.org/resource/Pasco_County,_Florida>",16
<http://dbpedia.org/resource/Wendee_Lee>,16
<http://dbpedia.org/resource/Stephen_Fry>,16
<http://dbpedia.org/resource/Ashley_Tisdale>,16
<http://dbpedia.org/resource/E.T._the_Extra-Terrestrial>,16
<http://dbpedia.org/resource/Bette_Davis>,16
<http://dbpedia.org/resource/Julie_Walters>,16
<http://dbpedia.org/resource/Haarlem>,16
<http://dbpedia.org/resource/Robert_Morley>,16
<http://dbpedia.org/resource/Don_Black_(lyricist)>,16
<http://dbpedia.org/resource/Deborah_Kerr>,16
<http://dbpedia.org/resource/Horse_racing>,16
<http://dbpedia.org/resource/Judah_Friedlander>,16
"<http://dbpedia.org/resource/Saratoga_County,_New_York>",16
"<http://dbpedia.org/resource/Rockland_County,_New_York>",16
<http://dbpedia.org/resource/Timothy_Olyphant>,16
<http://dbpedia.org/resource/Carole_Lombard>,16
<http://dbpedia.org/resource/Rabindranath_Tagore>,16
<http://dbpedia.org/resource/Sapienza_University_of_Rome>,16
<http://dbpedia.org/resource/Pavia>,16
<http://dbpedia.org/resource/It_Happened_One_Night>,16
<http://dbpedia.org/resource/Christine_Vachon>,16
<http://dbpedia.org/resource/University_of_Hong_Kong>,16
<http://dbpedia.org/resource/Greg_Bear>,16
<http://dbpedia.org/resource/Steven_Curtis_Chapman>,16
<http://dbpedia.org/resource/Emile_Hirsch>,16
<http://dbpedia.org/resource/Rules_of_Engagement_(film)>,16
"<http://dbpedia.org/resource/Chester_County,_Pennsylvania>",16
<http://dbpedia.org/resource/Chicken_Little_(2005_film)>,16
<http://dbpedia.org/resource/American_Beauty_(1999_film)>,16
<http://dbpedia.org/resource/Marriott_International>,16
<http://dbpedia.org/resource/Anthony_Quinn>,16
<http://dbpedia.org/resource/Peter_Bogdanovich>,16
<http://dbpedia.org/resource/Koei>,16
<http://dbpedia.org/resource/Jessica_Alba>,16
"<http://dbpedia.org/resource/Niagara_Falls,_Ontario>",16
<http://dbpedia.org/resource/Dudley_Moore>,16
<http://dbpedia.org/resource/Colleen_Clinkenbeard>,16
<http://dbpedia.org/resource/Pyongyang>,16
<http://dbpedia.org/resource/Queen_Victoria>,16
"<http://dbpedia.org/resource/Harris_County,_Texas>",16
<http://dbpedia.org/resource/Cheap_Trick>,16
<http://dbpedia.org/resource/Sean_McNamara_(director)>,16
<http://dbpedia.org/resource/Oscar_Nunez>,16
<http://dbpedia.org/resource/Craig_Robinson_(actor)>,16
"<http://dbpedia.org/resource/Collin_County,_Texas>",16
"<http://dbpedia.org/resource/Washington_County,_Maryland>",16
"<http://dbpedia.org/resource/Allegany_County,_Maryland>",16
<http://dbpedia.org/resource/Clark_University>,16
<http://dbpedia.org/resource/Carrie_(1976_film)>,16
<http://dbpedia.org/resource/Brett_Favre>,16
<http://dbpedia.org/resource/Chris_Paul>,16
<http://dbpedia.org/resource/James_Rebhorn>,16
"<http://dbpedia.org/resource/Trumbull_County,_Ohio>",16
<http://dbpedia.org/resource/Toni_Morrison>,16
<http://dbpedia.org/resource/Plovdiv>,16
<http://dbpedia.org/resource/Cory_Monteith>,16
<http://dbpedia.org/resource/Brittany>,16
<http://dbpedia.org/resource/Labour_Party_(Ireland)>,16
<http://dbpedia.org/resource/Jacob_Zuma>,16
<http://dbpedia.org/resource/Hotel_Rwanda>,16
<http://dbpedia.org/resource/Kathleen_Turner>,16
<http://dbpedia.org/resource/The_Grudge>,16
<http://dbpedia.org/resource/Mansfield_Park_(film)>,16
<http://dbpedia.org/resource/Ernest_Borgnine>,16
<http://dbpedia.org/resource/Alfie_(2004_film)>,16
<http://dbpedia.org/resource/University_of_Westminster>,16
<http://dbpedia.org/resource/Church_of_England>,16
<http://dbpedia.org/resource/Watford>,16
<http://dbpedia.org/resource/Michael_K._Williams>,16
<http://dbpedia.org/resource/Helen_Rose>,16
<http://dbpedia.org/resource/Ben_Stein>,16
"<http://dbpedia.org/resource/Wake_County,_North_Carolina>",16
<http://dbpedia.org/resource/Anatomy_of_a_Murder>,16
<http://dbpedia.org/resource/Bill_Maher>,16
<http://dbpedia.org/resource/Jerry_O'Connell>,16
<http://dbpedia.org/resource/Ian_Bannen>,16
"<http://dbpedia.org/resource/Lucas_County,_Ohio>",16
<http://dbpedia.org/resource/Kim_Kardashian>,16
"<http://dbpedia.org/resource/Jefferson_County,_Ohio>",16
<http://dbpedia.org/resource/FC_Girondins_de_Bordeaux>,16
<http://dbpedia.org/resource/Katowice>,16
<http://dbpedia.org/resource/Kassel>,16
<http://dbpedia.org/resource/Brian_May>,16
<http://dbpedia.org/resource/Elektra_(2005_film)>,16
<http://dbpedia.org/resource/Forrest_Gump>,16
"<http://dbpedia.org/resource/Franklin_County,_Ohio>",16
<http://dbpedia.org/resource/Salzburg>,16
<http://dbpedia.org/resource/Chris_Messina>,16
<http://dbpedia.org/resource/Fear_and_Loathing_in_Las_Vegas_(film)>,16
<http://dbpedia.org/resource/Alsace>,16
"<http://dbpedia.org/resource/Chesapeake,_Virginia>",16
<http://dbpedia.org/resource/My-HiME>,16
<http://dbpedia.org/resource/Universal_Motown_Republic_Group>,16
<http://dbpedia.org/resource/Jonathan_Frakes>,16
<http://dbpedia.org/resource/Rod_Taylor>,16
<http://dbpedia.org/resource/Pat_Morita>,16
<http://dbpedia.org/resource/Edward_Fox_(actor)>,16
<http://dbpedia.org/resource/National_University_of_Singapore>,16
<http://dbpedia.org/resource/East_West_Records>,16
<http://dbpedia.org/resource/Kevin_Dunn>,16
<http://dbpedia.org/resource/Tony_Geiss>,16
<http://dbpedia.org/resource/Polytechnic_University_of_Milan>,16
<http://dbpedia.org/resource/Zeeland>,16
<http://dbpedia.org/resource/Dan_Stevens>,16
<http://dbpedia.org/resource/Primetime_Emmy_Award_for_Outstanding_Supporting_Actress_in_a_Drama_Series>,16
<http://dbpedia.org/resource/Audrey_Hepburn>,16
<http://dbpedia.org/resource/General_Dynamics>,16
<http://dbpedia.org/resource/Bernard_Hill>,16
<http://dbpedia.org/resource/Joseph_Fiennes>,16
"<http://dbpedia.org/resource/Skidmore,_Owings_&_Merrill>",16
<http://dbpedia.org/resource/East_Carolina_University>,16
"<http://dbpedia.org/resource/Hartford_County,_Connecticut>",16
<http://dbpedia.org/resource/Akiva_Schaffer>,16
<http://dbpedia.org/resource/DeWitt_Clinton_High_School>,16
<http://dbpedia.org/resource/Juliette_Binoche>,16
<http://dbpedia.org/resource/Shadowlands_(1993_film)>,16
